[2025-11-18 09:11:50] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-17
正在获取论文...
[arXiv] 2025-11-17 | Segment Anything Across Shots: A Method and Benchmark
[arXiv] 2025-11-17 | WinMamba: Multi-Scale Shifted Windows in State Space Model for 3D Object Detection
[arXiv] 2025-11-17 | MedGEN-Bench: Contextually entangled benchmark for open-ended multimodal medical generation
[arXiv] 2025-11-17 | Shedding Light on VLN Robustness: A Black-box Framework for Indoor Lighting-based Adversarial Attack
[arXiv] 2025-11-17 | Improved $L^2$-error estimates for the wave equation discretized using hybrid nonconforming methods on simplicial meshes
[arXiv] 2025-11-17 | Departures: Distributional Transport for Single-Cell Perturbation Prediction with Neural Schrödinger Bridges
[arXiv] 2025-11-17 | Monolithic Units: Actuation, Sensing, and Simulation for Integrated Soft Robot Design
[arXiv] 2025-11-17 | A Lightweight 3D Anomaly Detection Method with Rotationally Invariant Features
[arXiv] 2025-11-17 | NuBench: An Open Benchmark for Deep Learning-Based Event Reconstruction in Neutrino Telescopes
[arXiv] 2025-11-17 | CapeNext: Rethinking and refining dynamic support information for category-agnostic pose estimation
[arXiv] 2025-11-17 | Count Every Rotation and Every Rotation Counts: Exploring Drone Dynamics via Propeller Sensing
[arXiv] 2025-11-17 | ResAlignNet: A Data-Driven Approach for INS/DVL Alignment
[arXiv] 2025-11-17 | Non-asymptotic Analysis of Poisson randomized midpoint Langevin Monte Carlo
[arXiv] 2025-11-17 | Decoupling Scene Perception and Ego Status: A Multi-Context Fusion Approach for Enhanced Generalization in End-to-End Autonomous Driving
[arXiv] 2025-11-17 | A Smart-Glasses for Emergency Medical Services via Multimodal Multitask Learning
[arXiv] 2025-11-17 | Study on Dynamic Matching and Dynamic Characteristics of Hydrostatic Transmission System of Forklift Truck
[arXiv] 2025-11-17 | Towards Requirements Engineering for GenAI-Enabled Software: Bridging Responsibility Gaps through Human Oversight Requirements
[arXiv] 2025-11-17 | An FPTAS for 7/9-Approximation to Maximin Share Allocations
[arXiv] 2025-11-17 | Self-Organization of Attractor Landscapes in High-Capacity Kernel Logistic Regression Hopfield Networks
[arXiv] 2025-11-17 | Learning from the Undesirable: Robust Adaptation of Language Models without Forgetting
[arXiv] 2025-11-17 | Back to Basics: Let Denoising Generative Models Denoise
[arXiv] 2025-11-17 | Scaling Spatial Intelligence with Multimodal Foundation Models
[arXiv] 2025-11-17 | Stellar Flares in the TESS Light Curves of Planet-hosting M dwarfs
[arXiv] 2025-11-17 | The Scatter of the Many Outweighs the Scatter of the Few: Systematic Error Asymmetry in Steeply-Falling Mass Functions for High-Redshift JWST Galaxies
[arXiv] 2025-11-17 | OpenRoboCare: A Multimodal Multi-Task Expert Demonstration Dataset for Robot Caregiving
[arXiv] 2025-11-17 | TiViBench: Benchmarking Think-in-Video Reasoning for Video Generative Models
[arXiv] 2025-11-17 | Learning stochasticity: a nonparametric framework for intrinsic noise estimation
[arXiv] 2025-11-17 | Stability phenomena in Deligne-Mumford compactifications via Morse theory
[arXiv] 2025-11-17 | Crossing Borders: A Multimodal Challenge for Indian Poetry Translation and Image Generation
[arXiv] 2025-11-17 | Exact holomorphic solution of the Hodge-dual minimal surface: a confining quantum QCD string
[arXiv] 2025-11-17 | Training-Free Multi-View Extension of IC-Light for Textual Position-Aware Scene Relighting
[arXiv] 2025-11-17 | Damping of phonons in one-dimensional quantum fluids
[arXiv] 2025-11-17 | Phase I Distribution-Free Control Charts for Individual Observations Using Runs and Patterns
[arXiv] 2025-11-17 | Person-AI Bidirectional Fit - A Proof-Of-Concept Case Study Of Augmented Human-Ai Symbiosis In Management Decision-Making Process
[arXiv] 2025-11-17 | Quantum complexity across thermal phase transition in the transverse field Ising chain with long-range couplings
[arXiv] 2025-11-17 | A model-independent assessment of the late-time dark energy density evolution
[arXiv] 2025-11-17 | Scalable Iterative Algorithm for Solving Optimal Transmission Switching with De-energization
[arXiv] 2025-11-17 | Why is "Chicago" Predictive of Deceptive Reviews? Using LLMs to Discover Language Phenomena from Lexical Cues
[arXiv] 2025-11-17 | Architectural Approaches to Fault-Tolerant Distributed Quantum Computing and Their Entanglement Overheads
[arXiv] 2025-11-17 | OlmoEarth: Stable Latent Image Modeling for Multimodal Earth Observation
[arXiv] 2025-11-17 | A High-Efficiency Three-Stroke Quantum Isochoric Heat Engine: From Infinite Potential Wells to Magic Angle Twisted Bilayer Graphene
[arXiv] 2025-11-17 | Part-X-MLLM: Part-aware 3D Multimodal Large Language Model
[arXiv] 2025-11-17 | CacheFlow: Compressive Streaming Memory for Efficient Long-Form Video Understanding
[arXiv] 2025-11-17 | Gravitational--Electromagnetic Coupling on Kerr Spacetime
[arXiv] 2025-11-17 | Sense and Sensitivity - I. Uncertainty analysis of the gas-phase chemistry in AGB outflows
[arXiv] 2025-11-17 | Virtual Biquandle Cocycle Quiver Representations
[arXiv] 2025-11-17 | The Fibonacci--Redheffer matrix and its properties
[arXiv] 2025-11-17 | Batch Acquisition Function Evaluations and Decouple Optimizer Updates for Faster Bayesian Optimization
[arXiv] 2025-11-17 | Alpha Divergence Losses for Biometric Verification
[arXiv] 2025-11-17 | A Real-Time Driver Drowsiness Detection System Using MediaPipe and Eye Aspect Ratio
[arXiv] 2025-11-17 | Market-Dependent Communication in Multi-Agent Alpha Generation
[arXiv] 2025-11-17 | A Deterministic Dimension Property of Twisted Goppa Codes
[arXiv] 2025-11-17 | Robust Client-Server Watermarking for Split Federated Learning
[arXiv] 2025-11-17 | $T\bar{T}$ Deformations and Form Factor Program
[arXiv] 2025-11-17 | Omni Memory System for Personalized, Long Horizon, Self-Evolving Agents
[arXiv] 2025-11-17 | HBNET-GIANT: A communication-efficient accelerated Newton-type fully distributed optimization algorithm
[arXiv] 2025-11-17 | Hierarchical Prompt Learning for Image- and Text-Based Person Re-Identification
[arXiv] 2025-11-17 | Electron Correlation by Exchange Mapping in Electronic Structure Calculations
[arXiv] 2025-11-17 | Asymptotic analysis of rare events in high dimensions
[arXiv] 2025-11-17 | Freedom of expression and 'right to be forgotten' cases in the Netherlands after Google Spain
[arXiv] 2025-11-17 | First Principles study of Photocatalytic Water Splitting in BO Monolayer: Effect of Strain and Surface Functionalization
[arXiv] 2025-11-17 | Efficient Simulation of Hawkes Processes using their Affine Volterra Structure
[arXiv] 2025-11-17 | ForgeDAN: An Evolutionary Framework for Jailbreaking Aligned Large Language Models
[arXiv] 2025-11-17 | PASE: Leveraging the Phonological Prior of WavLM for Low-Hallucination Generative Speech Enhancement
[arXiv] 2025-11-17 | Floquet Superheating
[arXiv] 2025-11-17 | Crossover dynamics and non-Gaussian fluctuations in inertial active chains
[arXiv] 2025-11-17 | Simultaneous variances of Pauli strings, weighted independence numbers, and a new kind of perfection of graphs
[arXiv] 2025-11-17 | Local indirect magnetoelectric coupling at twin walls in CaMnO$_3$
[arXiv] 2025-11-17 | Quadratic exchange equations for Coxeter matroids
[arXiv] 2025-11-17 | FUSE: A Flow-based Mapping Between Shapes
[arXiv] 2025-11-17 | Discrete $H$-theorem for a finite volume discretization of a nonlinear kinetic system: application to hypocoercivity
[arXiv] 2025-11-17 | Complexity and curvature of pairs of Burch modules and ideals
[arXiv] 2025-11-17 | Breaking the Air-Water Paradigm: Ion Behavior at Hydrophobic Solid-Water Interfaces
[arXiv] 2025-11-17 | The Geometry of Hidden Modes in Distance-Based Formation Control
[arXiv] 2025-11-17 | A Global Spacetime Optimization Approach to the Real-Space Time-Dependent Schrödinger Equation
[arXiv] 2025-11-17 | Thermal infrared characterization of spatially unresolved resident space objects: Prospects from analytical two-component modeling
[arXiv] 2025-11-17 | Reconstruction of Manifold Distances from Noisy Observations
[arXiv] 2025-11-17 | The Good, The Bad, and The Hybrid: A Reward Structure Showdown in Reasoning Models Training
[arXiv] 2025-11-17 | Maximal Palindromes in MPC: Simple and Optimal
[arXiv] 2025-11-17 | Harnack inequalities for nonlocal operators with supercritical drifts and their applications
[arXiv] 2025-11-17 | GEM: Generative Entropy-Guided Preference Modeling for Few-shot Alignment of LLMs
[arXiv] 2025-11-17 | SAGE: Spuriousness-Aware Guided Prompt Exploration for Mitigating Multimodal Bias
[arXiv] 2025-11-17 | Infinite-Story: A Training-Free Consistent Text-to-Image Generation
[arXiv] 2025-11-17 | SmartPoC: Generating Executable and Validated PoCs for Smart Contract Bug Reports
[arXiv] 2025-11-17 | Fine-Tuned LLMs Know They Don't Know: A Parameter-Efficient Approach to Recovering Honesty
[arXiv] 2025-11-17 | Brain Networks Flow-Topology via Variance Minimization in the Wasserstein Space
[arXiv] 2025-11-17 | XPS Analysis of Surface Chemical Transformations in ZBLAN Glass under Thermal and Vibrational Stimuli
[arXiv] 2025-11-17 | UNSEEN: Enhancing Dataset Pruning from a Generalization Perspective
[arXiv] 2025-11-17 | CUTE-Planner: Confidence-aware Uneven Terrain Exploration Planner
[arXiv] 2025-11-17 | SafeGRPO: Self-Rewarded Multimodal Safety Alignment via Rule-Governed Policy Optimization
[arXiv] 2025-11-17 | MCAQ-YOLO: Morphological Complexity-Aware Quantization for Efficient Object Detection with Curriculum Learning
[arXiv] 2025-11-17 | Inertia-Informed Orientation Priors for Event-Based Optical Flow Estimation
[arXiv] 2025-11-17 | Orbit Elements from Kepler Solutions in Projective Coordinates
[arXiv] 2025-11-17 | GUIDE: Gaussian Unified Instance Detection for Enhanced Obstacle Perception in Autonomous Driving
[arXiv] 2025-11-17 | Semi-Supervised High Dynamic Range Image Reconstructing via Bi-Level Uncertain Area Masking
[arXiv] 2025-11-17 | Privacy-Preserving Federated Learning from Partial Decryption Verifiable Threshold Multi-Client Functional Encryption
[arXiv] 2025-11-17 | PFAvatar: Pose-Fusion 3D Personalized Avatar Reconstruction from Real-World Outfit-of-the-Day Photos
[arXiv] 2025-11-17 | AIF: Asynchronous Inference Framework for Cost-Effective Pre-Ranking
[arXiv] 2025-11-17 | Slater-Condon Rules and Spin-Orbit Couplings: 2-(2-(2,5-Dimethoxybenzylidene)hydrazineyl)-4-(trifluoromethyl)thiazole as a test case
[arXiv] 2025-11-17 | CoordAR: One-Reference 6D Pose Estimation of Novel Objects via Autoregressive Coordinate Map Generation
[arXiv] 2025-11-17 | CoS: Towards Optimal Event Scheduling via Chain-of-Scheduling
[arXiv] 2025-11-17 | Wide-Area Feedback Control for Renewables-Heavy Power Systems: A Comparative Study of Reinforcement Learning and Lyapunov-Based Design
[arXiv] 2025-11-17 | DeepSport: A Multimodal Large Language Model for Comprehensive Sports Video Reasoning via Agentic Reinforcement Learning
[arXiv] 2025-11-17 | Guidewire-driven deployment of high density ECoG arrays for large area brain-computer interface
[arXiv] 2025-11-17 | A robust method for calculating plasma waves absorption in magnetized plasmas and its implementation in the BORAY ray-tracing code
[arXiv] 2025-11-17 | Modified Gravity and Regular Black Hole Models
[arXiv] 2025-11-17 | FDP: A Frequency-Decomposition Preprocessing Pipeline for Unsupervised Anomaly Detection in Brain MRI
[arXiv] 2025-11-17 | ActVAR: Activating Mixtures of Weights and Tokens for Efficient Visual Autoregressive Generation
[arXiv] 2025-11-17 | Accelerated Kaczmarz methods via randomized sketch techniques for solving consistent linear systems
[arXiv] 2025-11-17 | Cannon--Thurston maps for trees of hyperbolic spaces
[arXiv] 2025-11-17 | Simple Lines, Big Ideas: Towards Interpretable Assessment of Human Creativity from Drawings
[arXiv] 2025-11-17 | Think, Speak, Decide: Language-Augmented Multi-Agent Reinforcement Learning for Economic Decision-Making
[arXiv] 2025-11-17 | View-aware Cross-modal Distillation for Multi-view Action Recognition
[arXiv] 2025-11-17 | Word Length Formulae and Normal Forms of Conjugacy Classes in Surface Groups
[arXiv] 2025-11-17 | From Perception to Reasoning: Deep Thinking Empowers Multimodal Large Language Models
[arXiv] 2025-11-17 | RoS-Guard: Robust and Scalable Online Change Detection with Delay-Optimal Guarantees
[arXiv] 2025-11-17 | Treatment of phenol wastewater by electro-Fenton oxidative degradation based on efficient iron-based-gas diffusion-photocatalysis
[arXiv] 2025-11-17 | Voltage-Based Unsupervised Learning Framework for Bridge Damage Detection in Simultaneous Energy Harvesting and Sensing Systems
[arXiv] 2025-11-17 | Beyond Energy Functions and Numerical Integration: A New Methodology to Determine Transient Stability at the Initial State
[arXiv] 2025-11-17 | Multi-Agent Deep Research: Training Multi-Agent Systems with M-GRPO
[arXiv] 2025-11-17 | Logarithmic double phase embeddings with variable exponents: Necessary and Sufficient Conditions
[arXiv] 2025-11-17 | Programmable photonic Ising machine enabled by a reconfigurable interferometric processor
[arXiv] 2025-11-17 | Restart Belief: A General Quantum LDPC Decoder
[arXiv] 2025-11-17 | SF-Recon: Simplification-Free Lightweight Building Reconstruction via 3D Gaussian Splatting
[arXiv] 2025-11-17 | Examining the Usage of Generative AI Models in Student Learning Activities for Software Programming
[arXiv] 2025-11-17 | Proceedings Seventh International Workshop on Formal Methods for Autonomous Systems
[arXiv] 2025-11-17 | Incoherent Beliefs & Inconsistent Actions in Large Language Models
[arXiv] 2025-11-17 | Extreme polaritonic interactions in a room-temperature deterministic sub-nanocavity quantum electrodynamic platform
[arXiv] 2025-11-17 | Informative Communication of Robot Plans
[arXiv] 2025-11-17 | Natural gradient descent for improving variational inference based classification of radio galaxies
[arXiv] 2025-11-17 | TokenSqueeze: Performance-Preserving Compression for Reasoning LLMs
[arXiv] 2025-11-17 | Variational Principles for the Helmholtz equation: application to Finite Element and Neural Network approximations
[arXiv] 2025-11-17 | GaRLILEO: Gravity-aligned Radar-Leg-Inertial Enhanced Odometry
[arXiv] 2025-11-17 | Mass-capacity inequality modeled on conformally flat manifolds
[arXiv] 2025-11-17 | Learning to Solve Resource-Constrained Project Scheduling Problems with Duration Uncertainty using Graph Neural Networks
[arXiv] 2025-11-17 | Spectral component imaging of solar X-ray flares
[arXiv] 2025-11-17 | In search of the Giant Convex Quadrilateral hidden in the Mountains
[arXiv] 2025-11-17 | Event-Triggered Regulation of Mixed-Autonomy Traffic Under Varying Traffic Conditions
[arXiv] 2025-11-17 | RefineVAD: Semantic-Guided Feature Recalibration for Weakly Supervised Video Anomaly Detection
[arXiv] 2025-11-17 | Cog-RAG: Cognitive-Inspired Dual-Hypergraph with Theme Alignment Retrieval-Augmented Generation
[arXiv] 2025-11-17 | Topological quantum compilation for non-semisimple Ising anyons via monte carlo simulations
[arXiv] 2025-11-17 | Birth of a Painting: Differentiable Brushstroke Reconstruction
[arXiv] 2025-11-17 | Video Spatial Reasoning with Object-Centric 3D Rollout
[arXiv] 2025-11-17 | Evaluating Large Language Models for Diacritic Restoration in Romanian Texts: A Comparative Study
[arXiv] 2025-11-17 | Probabilistic dynamics of small groups in crowd flows
[arXiv] 2025-11-17 | HDW-SR: High-Frequency Guided Diffusion Model based on Wavelet Decomposition for Image Super-Resolution
[arXiv] 2025-11-17 | Exchange relations and Frobenius subalgebras
[arXiv] 2025-11-17 | An inverse design method for generalized zero-étendue sources and two targets
[arXiv] 2025-11-17 | Distinguishing Repetition Disfluency from Morphological Reduplication in Bangla ASR Transcripts: A Novel Corpus and Benchmarking Analysis
[arXiv] 2025-11-17 | Elementary properties of free lattices III: Undecidability of the full theory
