[2025-12-10 15:34:53] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-09
正在获取论文...
[arXiv] 2025-12-09 | Identifying counterfactual probabilities using bivariate distributions and uplift modeling
[arXiv] 2025-12-09 | Core@Shell AgBr@CsPbBr3 Nanocrystals as Precursors to Hollow Lead Halide Perovskite Nanocubes
[arXiv] 2025-12-09 | Fully Decentralized Certified Unlearning
[arXiv] 2025-12-09 | Finding All Bounded-Length Simple Cycles in a Directed Graphs -- Revisited
[arXiv] 2025-12-09 | Analyzing Deviations from Monotonic Trends through Database Repair
[arXiv] 2025-12-09 | Persistent Homology for Labeled Datasets: Gromov-Hausdorff Stability and Generalized Landscapes
[arXiv] 2025-12-09 | Expansion formula of one-loop Einstein-Yang-Mills integrand
[arXiv] 2025-12-09 | The Radius of PSR J0437-4715 from NICER Data
[arXiv] 2025-12-09 | Soft Inductive Bias Approach via Explicit Reasoning Perspectives in Inappropriate Utterance Detection Using Large Language Models
[arXiv] 2025-12-09 | Chiral-phonon generation of orbital currents in light transition metals
[arXiv] 2025-12-09 | Revisiting the Scaling Properties of Downstream Metrics in Large Language Model Training
[arXiv] 2025-12-09 | Toward Quantitative Modeling of Cybersecurity Risks Due to AI Misuse
[arXiv] 2025-12-09 | New light mediators and the neutrino fog: Implications from XENONnT nuclear recoil data
[arXiv] 2025-12-09 | Enzyme-driven phase separation
[arXiv] 2025-12-09 | QSTN: A Modular Framework for Robust Questionnaire Inference with Large Language Models
[arXiv] 2025-12-09 | Emergence of dynamical tensor fields in composite models of gravity
[arXiv] 2025-12-09 | Privacy-Preserving Identifier Checking in 5G
[arXiv] 2025-12-09 | Stochastic gravitational-wave background search using data from five pulsar timing arrays
[arXiv] 2025-12-09 | Deterministic randomness extraction for semi-device-independent quantum random number generation
[arXiv] 2025-12-09 | Spatio-Temporal Shifting to Reduce Carbon, Water, and Land-Use Footprints of Cloud Workloads
[arXiv] 2025-12-09 | Training-Free Dual Hyperbolic Adapters for Better Cross-Modal Reasoning
[arXiv] 2025-12-09 | Anisotropic transport in ballistic bilayer graphene cavities
[arXiv] 2025-12-09 | L-shadowing for the induced hyperspace homeomorphism
[arXiv] 2025-12-09 | Supernovae Shock Breakout from Red Supergiants in Two Dimensions
[arXiv] 2025-12-09 | Selfi: Self Improving Reconstruction Engine via 3D Geometric Feature Alignment
[arXiv] 2025-12-09 | Failure of the Markov property for stochastic Volterra equations
[arXiv] 2025-12-09 | Autonomous multi-ion optical clock with on-chip integrated photonic light delivery
[arXiv] 2025-12-09 | A Bayesian Approach Study of Hybrid Neutron Stars
[arXiv] 2025-12-09 | Regular black hole sourced by the Dehnen-type distribution of matter: The sound of the event horizon
[arXiv] 2025-12-09 | Timing-Error Optimized Architecture for Current-Steering DACs
[arXiv] 2025-12-09 | A Unified Symmetry Classification of Magnetic Orders via Spin Space Groups: Prediction of Coplanar Even-Wave Phases
[arXiv] 2025-12-09 | Accelerated Rotation-Invariant Convolution for UAV Image Segmentation
[arXiv] 2025-12-09 | Decentralized Trust for Space AI: Blockchain-Based Federated Learning Across Multi-Vendor LEO Satellite Networks
[arXiv] 2025-12-09 | Platform Competition with User-Generated Content
[arXiv] 2025-12-09 | Cultural evolution of human beauty standards
[arXiv] 2025-12-09 | Refining Diffusion Models for Motion Synthesis with an Acceleration Loss to Generate Realistic IMU Data
[arXiv] 2025-12-09 | Speeding up the Goemans-Williamson randomized procedure by difference-of-convex optimization
[arXiv] 2025-12-09 | Rationally Simply Connected Hypersurfaces in Orthogonal Grassmannians
[arXiv] 2025-12-09 | The QCD phase diagram
[arXiv] 2025-12-09 | A mathematical model of \textit{Culex} population abundance and the impact of vector control interventions in a patchy environment
[arXiv] 2025-12-09 | "Nothing about us without us": Perspectives of Global Deaf and Hard-of-hearing Community Members on Sign Language Technologies
[arXiv] 2025-12-09 | R-harmonious groups
[arXiv] 2025-12-09 | InfiniteVL: Synergizing Linear and Sparse Attention for Highly-Efficient, Unlimited-Input Vision-Language Models
[arXiv] 2025-12-09 | Commanding the Foul Shot: A New Ensemble of Free Throw Metrics
[arXiv] 2025-12-09 | Point and interval estimators of a changepoint in stochastical dominance between two distributions
[arXiv] 2025-12-09 | Probing the environment around GW170817 with DESI: insights on galaxy group peculiar velocities for standard siren measurements
[arXiv] 2025-12-09 | Multi state neurons
[arXiv] 2025-12-09 | PrivTune: Efficient and Privacy-Preserving Fine-Tuning of Large Language Models via Device-Cloud Collaboration
[arXiv] 2025-12-09 | Performance Comparison of Aerial RIS and STAR-RIS in 3D Wireless Environments
[arXiv] 2025-12-09 | Dark Photons in the Early Universe: From Thermal Production to Cosmological Constraints
[arXiv] 2025-12-09 | Photonic Quantum-Accelerated Machine Learning
[arXiv] 2025-12-09 | Astra: General Interactive World Model with Autoregressive Denoising
[arXiv] 2025-12-09 | Resolving the (Debate About) Nozzle Shocks in Tidal Disruption Events
[arXiv] 2025-12-09 | Reddening sequences and mutation of infinite quivers
[arXiv] 2025-12-09 | Family of hyperbolic manifolds with exponential homology torsion growth
[arXiv] 2025-12-09 | Architecture Design for Rise/Fall Asymmetry Glitch Minimization in Current-Steering DACs
[arXiv] 2025-12-09 | On the Prague dimension of sparse random graphs
[arXiv] 2025-12-09 | Unsupervised Learning of Density Estimates with Topological Optimization
[arXiv] 2025-12-09 | Emergent Non-Markovianity in Logical Qubit Dynamics
[arXiv] 2025-12-09 | No Labels, No Problem: Training Visual Reasoners with Multimodal Verifiers
[arXiv] 2025-12-09 | SATGround: A Spatially-Aware Approach for Visual Grounding in Remote Sensing
[arXiv] 2025-12-09 | Spreading processes on heterogeneous active systems: spreading threshold, immunization strategies, and vaccination noise
[arXiv] 2025-12-09 | When Tables Leak: Attacking String Memorization in LLM-Based Tabular Data Generation
[arXiv] 2025-12-09 | Fed-SE: Federated Self-Evolution for Privacy-Constrained Multi-Environment LLM Agents
[arXiv] 2025-12-09 | A New Application of Hoeffding's Inequality Can Give Traders Early Warning of Financial Regime Change
[arXiv] 2025-12-09 | Monadic reconstruction of unitary Drinfeld centers and Factorization Homology
[arXiv] 2025-12-09 | Near real-time channel selection for Distributed Acoustic Sensing technology
[arXiv] 2025-12-09 | Two-loop renormalization of general bosonic effective field theories
[arXiv] 2025-12-09 | CARLoS: Retrieval via Concise Assessment Representation of LoRAs at Scale
[arXiv] 2025-12-09 | Exploring the binary origin of B and Be rapid rotators
[arXiv] 2025-12-09 | WikIPedia: Unearthing a 20-Year History of IPv6 Client Addressing
[arXiv] 2025-12-09 | Self-Reinforced Deep Priors for Reparameterized Full Waveform Inversion
[arXiv] 2025-12-09 | Update of the nonlocal sub-leading ${O}_1$-${O}_7$ contribution to $\bar B \to X_s γ$ at LO
[arXiv] 2025-12-09 | A Task Parallel Orthonormalization Multigrid Method For Multiphase Elliptic Problems
[arXiv] 2025-12-09 | Surface-modes mediated long-range radiative heat transfer through a plasmonic Su-Schrieffer-Heeger chain
[arXiv] 2025-12-09 | MBE obtained n-CdO:Eu p-Si heterojunctions -- electron beam induced profiling, electrical and structural properties
[arXiv] 2025-12-09 | Radiative process of tripartite entangled probes in inertial motion
[arXiv] 2025-12-09 | Polarization Dependent Enhancement of Magnetic Dipolar Emission with Silicon Nanodimers
[arXiv] 2025-12-09 | Aliasing in Near-Field Array Ambiguity Functions: a Spatial Frequency-Domain Framework
[arXiv] 2025-12-09 | High-Performance Dual-Arm Task and Motion Planning for Tabletop Rearrangement
[arXiv] 2025-12-09 | The Instability of Painlevé Equations in Recovering Largest Eigenvalue Distributions of GUE, LUE, JUE and an Attempt of Solution to It
[arXiv] 2025-12-09 | Linearity and virtual poly-freeness of the fundamental group of plane curves of degree at most five
[arXiv] 2025-12-09 | Exploring the Garden of Forking Paths in Empirical Software Engineering Research: A Multiverse Analysis
[arXiv] 2025-12-09 | Euclid Quick Data Release (Q1): Euclid spectroscopy of QSOs. 1. Identification and redshift determination of 3500 bright QSOs
[arXiv] 2025-12-09 | Langevin equation with potential of mean force: The case of anchored bath
[arXiv] 2025-12-09 | Molybdenum Disulfide Bilayers Hybridized with Reduced Graphene Oxide Nanosheets for Enhanced Hydrogen Evolution Reaction
[arXiv] 2025-12-09 | Backwards Gamma-Ray Bursts: Searching for Exploding Primordial Black Holes in Short-Duration GRB Catalogs
[arXiv] 2025-12-09 | Photonic electrometry using a piezoelectric-Pockels microresonator
[arXiv] 2025-12-09 | Data-Driven Dynamic Parameter Learning of manipulator robots
[arXiv] 2025-12-09 | Financial News Summarization: Can extractive methods still offer a true alternative to LLMs?
[arXiv] 2025-12-09 | Skewness-Guided Pruning of Multimodal Swin Transformers for Federated Skin Lesion Classification on Edge Devices
[arXiv] 2025-12-09 | Two-phase hydrodynamic model of active colloid motion
[arXiv] 2025-12-09 | Pose-Based Sign Language Spotting via an End-to-End Encoder Architecture
[arXiv] 2025-12-09 | SegEarth-OV3: Exploring SAM 3 for Open-Vocabulary Semantic Segmentation in Remote Sensing Images
[arXiv] 2025-12-09 | Long-time evolution of density layers and interfaces in forced stably-stratified flows
[arXiv] 2025-12-09 | Bruhat Preclosure
[arXiv] 2025-12-09 | Incoherent repumping scheme in the $^{88}$Sr$^{+}$ five-level manifold
[arXiv] 2025-12-09 | A magnetar outburst with atypical evolution: the case of Swift J1555.2-5402
[arXiv] 2025-12-09 | Non-Hermitian symmetry breaking and Lee-Yang theory for quantum XYZ and clock models
[arXiv] 2025-12-09 | Engineering Topological Bands in Strained Covalent Organic Frameworks
[arXiv] 2025-12-09 | Reusability in MLOps: Leveraging Ports and Adapters to Build a Microservices Architecture for the Maritime Domain
[arXiv] 2025-12-09 | Weakly $\mathcal U(d)$-homogeneous commuting tuple of bounded operators
[arXiv] 2025-12-09 | Systematic investigation of the spectroscopy and decay behaviors of doubly-charmed pentaquarks
[arXiv] 2025-12-09 | Applications of Interval-based Temporal Separation: the Reactivity Normal Form, Inverse $Π$, Craig Interpolation and Beth Definability
[arXiv] 2025-12-09 | Collider Probes of Four-Lepton Final States in Maximally Flavor-Violating $U(1)_{L_μ-L_τ}$ Model
[arXiv] 2025-12-09 | See-Control: A Multimodal Agent Framework for Smartphone Interaction with a Robotic Arm
[arXiv] 2025-12-09 | Inferring Causal Relationships to Improve Caching for Clients with Correlated Requests: Applications to VR
[arXiv] 2025-12-09 | Flat Vector Bundles on Very General Curves and Codimension of Non-Abelian Hodge Loci
[arXiv] 2025-12-09 | Gradient-based optimization of scatterer arrangements based on the T-Matrix method
[arXiv] 2025-12-09 | Quantum particle production and radiative properties of a new bumblebee black hole
[arXiv] 2025-12-09 | Pulse Shape Discrimination for Germanium Detectors using Variational Quantum Circuits
[arXiv] 2025-12-09 | Hydrodynamic limit of the Vlasov-Poisson-Fokker-Planck system in low-field regime
[arXiv] 2025-12-09 | Soil Compaction Parameters Prediction Based on Automated Machine Learning Approach
[arXiv] 2025-12-09 | Chern Conjecture on Minimal Willmore Hypersurfaces with Constant Scalar Curvature
[arXiv] 2025-12-09 | Multi-Agent Deep Reinforcement Learning for Collaborative UAV Relay Networks under Jamming Atatcks
[arXiv] 2025-12-09 | Critical Thresholds in Non-Pharmaceutical Interventions for Epidemic Control
[arXiv] 2025-12-09 | Bi^2MAC: Bimodal Bi-Adaptive Mask-Aware Convolution for Remote Sensing Pansharpening
[arXiv] 2025-12-09 | Argus: A Multi-Agent Sensitive Information Leakage Detection Framework Based on Hierarchical Reference Relationships
[arXiv] 2025-12-09 | GeoDM: Geometry-aware Distribution Matching for Dataset Distillation
[arXiv] 2025-12-09 | Minimizing Layerwise Activation Norm Improves Generalization in Federated Learning
[arXiv] 2025-12-09 | Möbius Transformations and the Analytic--Geometric Reconstruction of the Induction--Machine Circle Diagram
[arXiv] 2025-12-09 | Secure Audio Embedding in Images using Nature-Inspired Optimization
[arXiv] 2025-12-09 | Optics experiments as a tool for developing critical thinking in physics education
[arXiv] 2025-12-09 | Towards a Science of Scaling Agent Systems
[arXiv] 2025-12-09 | Exposing and Defending Membership Leakage in Vulnerability Prediction Models
[arXiv] 2025-12-09 | Systematization of Knowledge: Security and Safety in the Model Context Protocol Ecosystem
[arXiv] 2025-12-09 | Ultrafast light-induced formation of a metastable hidden state in bismuth vanadate
[arXiv] 2025-12-09 | Nucleon Structure from Basis Light-Front Quantization : Status and Prospects
[arXiv] 2025-12-09 | On a bound of $p$-ranks of Iwasawa modules of $\mathbb{Z}_p$-extensions over a quartic CM-field
[arXiv] 2025-12-09 | $0$-affine quantum groups as K-theoretic Hall algebras
[arXiv] 2025-12-09 | Direct Product Theorems for Randomized Query Complexity
[arXiv] 2025-12-09 | Mathematical Foundations of Neural Tangents and Infinite-Width Networks
[arXiv] 2025-12-09 | Ion-beam driven dust-cyclotron and dust-lower-hybrid instabilities in nonthermal dusty magnetoplasmas with dust-charge fluctuation
[arXiv] 2025-12-09 | Query-aware Hub Prototype Learning for Few-Shot 3D Point Cloud Semantic Segmentation
[arXiv] 2025-12-09 | Causal inference under interference: computational barriers and algorithmic solutions
[arXiv] 2025-12-09 | 1024-Channel 0.8V 23.9-nW/Channel Event-based Compute In-memory Neural Spike Detector
[arXiv] 2025-12-09 | HybridToken-VLM: Hybrid Token Compression for Vision-Language Models
[arXiv] 2025-12-09 | SpeechQualityLLM: LLM-Based Multimodal Assessment of Speech Quality
[arXiv] 2025-12-09 | FastBEV++: Fast by Algorithm, Deployable by Design
[arXiv] 2025-12-09 | Wishart kernel density estimation for strongly mixing time series on the cone of positive definite matrices
[arXiv] 2025-12-09 | New VVC profiles targeting Feature Coding for Machines
[arXiv] 2025-12-09 | SOP^2: Transfer Learning with Scene-Oriented Prompt Pool on 3D Object Detection
[arXiv] 2025-12-09 | Direct Generation of an Array with 78400 Optical Tweezers Using a Single Metasurface
[arXiv] 2025-12-09 | Blur2Sharp: Human Novel Pose and View Synthesis with Generative Prior Refinement
[arXiv] 2025-12-09 | The Birth of Be Star Disks II. A High-Resolution Spectroscopic Campaign and TESS Observations of an Outburst of the Classical Be star λ Pavonis
[arXiv] 2025-12-09 | Metasurfaces Enable Active-Like Passive Radar
[arXiv] 2025-12-09 | Unitarity of highest weight Harish-Chandra modules and smoothness of Schubert varieties
[arXiv] 2025-12-09 | The Locally Complexified-gentle Algebras
[arXiv] 2025-12-09 | Supermassive Black Holes with High Accretion Rates in Active Galactic Nuclei. XV. Reverberation Mapping of Mg II Emission Lines
[arXiv] 2025-12-09 | On the knot types of periodic Reeb orbits of dynamically convex contact forms
[arXiv] 2025-12-09 | Embodied Tree of Thoughts: Deliberate Manipulation Planning with Embodied World Model
